exp,graph_family,n,p,seed,algo,layers,width,bipartite_n,m,repeats,runtime_ns_median,runtime_ns_mean,runtime_ns_std,flow_value,cut_capacity,matching_size,edge_scans,bfs_edge_scans,dfs_edge_scans,bfs_count,augment_count,phase_count,dfs_calls,runtime_sec_median,runtime_sec_mean,runtime_sec_std
standard,layered,202,0.35,5,edmonds_karp,8.0,25.0,,1574,15,21865125.0,22003505.466666665,382984.28578801063,217.0,217.0,,347887,347887,0,118,117,0,0,0.021865125,0.022003505466666663,0.0003829842857880106
standard,layered,202,0.35,6,dinic,8.0,25.0,,1577,15,1285042.0,1323286.0,123609.87504183124,274.0,274.0,,10345,6283,4062,2,0,2,2515,0.001285042,0.001323286,0.00012360987504183123
standard,layered,202,0.35,6,edmonds_karp,8.0,25.0,,1577,15,26930875.0,27149280.4,598703.7453096722,274.0,274.0,,432916,432916,0,147,146,0,0,0.026930875,0.0271492804,0.0005987037453096722
standard,layered,202,0.35,7,dinic,8.0,25.0,,1629,15,687458.0,691830.6,20272.874719683925,225.0,225.0,,5574,3283,2291,2,0,2,1314,0.000687458,0.0006918305999999999,2.0272874719683925e-05
standard,layered,202,0.35,7,edmonds_karp,8.0,25.0,,1629,15,23641083.0,24222719.466666665,1757997.0209516399,225.0,225.0,,377320,377320,0,126,125,0,0,0.023641083,0.024222719466666664,0.0017579970209516398
standard,layered,202,0.35,8,dinic,8.0,25.0,,1559,15,700458.0,746252.9333333333,129521.4850486572,243.0,243.0,,5417,3143,2274,2,0,2,1371,0.000700458,0.0007462529333333333,0.0001295214850486572
standard,layered,202,0.35,8,edmonds_karp,8.0,25.0,,1559,15,23214875.0,23288335.933333334,422579.93239596824,243.0,243.0,,371135,371135,0,129,128,0,0,0.023214875,0.023288335933333335,0.00042257993239596823
standard,layered,202,0.35,9,dinic,8.0,25.0,,1593,15,1236709.0,1298661.3333333333,154112.38260330242,213.0,213.0,,10326,6347,3979,2,0,2,2374,0.001236709,0.0012986613333333332,0.00015411238260330242
standard,layered,202,0.35,9,edmonds_karp,8.0,25.0,,1593,15,20304500.0,20431144.6,337839.91351078043,213.0,213.0,,327582,327582,0,110,109,0,0,0.0203045,0.020431144600000003,0.0003378399135107804
standard,layered,242,0.35,0,dinic,8.0,30.0,,2282,15,1775292.0,1820466.7333333334,135847.1205570368,320.0,320.0,,14717,9098,5619,2,0,2,3344,0.001775292,0.0018204667333333335,0.0001358471205570368
standard,layered,242,0.35,0,edmonds_karp,8.0,30.0,,2282,15,42591375.0,42661552.8,416802.6146482304,320.0,320.0,,707075,707075,0,166,165,0,0,0.042591375,0.042661552799999995,0.0004168026146482304
standard,layered,242,0.35,1,dinic,8.0,30.0,,2227,15,894459.0,914994.4666666667,56595.75625542793,284.0,284.0,,7423,4484,2939,2,0,2,1675,0.000894459,0.0009149944666666667,5.6595756255427926e-05
standard,layered,242,0.35,1,edmonds_karp,8.0,30.0,,2227,15,39827250.0,39813197.13333333,489550.7822235567,284.0,284.0,,656118,656118,0,160,159,0,0,0.03982725,0.03981319713333333,0.0004895507822235567
standard,layered,242,0.35,2,dinic,8.0,30.0,,2285,15,970583.0,1071125.0,233565.07835627187,325.0,325.0,,7738,4600,3138,2,0,2,1786,0.000970583,0.001071125,0.00023356507835627186
standard,layered,242,0.35,2,edmonds_karp,8.0,30.0,,2285,15,42183875.0,42193447.4,348091.96115349495,325.0,325.0,,701198,701198,0,166,165,0,0,0.042183875,0.0421934474,0.0003480919611534949
standard,layered,242,0.35,3,dinic,8.0,30.0,,2350,15,1089417.0,1097080.5333333334,28132.708126882833,357.0,357.0,,8514,4730,3784,2,0,2,2230,0.001089417,0.0010970805333333335,2.8132708126882833e-05
standard,layered,242,0.35,3,edmonds_karp,8.0,30.0,,2350,15,53003917.0,53104875.06666667,429164.6885115429,357.0,357.0,,888515,888515,0,203,202,0,0,0.053003917,0.05310487506666667,0.0004291646885115429
standard,layered,242,0.35,4,dinic,8.0,30.0,,2286,15,859875.0,901825.1333333333,119202.26014627809,260.0,260.0,,7392,4602,2790,2,0,2,1494,0.000859875,0.0009018251333333333,0.00011920226014627808
standard,layered,242,0.35,4,edmonds_karp,8.0,30.0,,2286,15,35878209.0,35885430.6,290795.17979641346,260.0,260.0,,596425,596425,0,142,141,0,0,0.035878209,0.035885430600000004,0.0002907951797964135
standard,layered,242,0.35,5,dinic,8.0,30.0,,2262,15,1679791.0,1733911.2,152497.4280421055,258.0,258.0,,14392,9018,5374,2,0,2,3128,0.001679791,0.0017339112,0.00015249742804210548
standard,layered,242,0.35,5,edmonds_karp,8.0,30.0,,2262,15,34928375.0,35061625.06666667,336087.0010162038,258.0,258.0,,581164,581164,0,138,137,0,0,0.034928375,0.03506162506666667,0.0003360870010162038
standard,layered,242,0.35,6,dinic,8.0,30.0,,2256,15,1015292.0,1100641.7333333334,197525.96181025586,330.0,330.0,,8039,4542,3497,2,0,2,1960,0.001015292,0.0011006417333333334,0.00019752596181025586
standard,layered,242,0.35,6,edmonds_karp,8.0,30.0,,2256,15,44090916.0,44123580.6,478559.8951138719,330.0,330.0,,734705,734705,0,176,175,0,0,0.044090916,0.044123580600000004,0.0004785598951138719
standard,layered,242,0.35,7,dinic,8.0,30.0,,2369,15,971916.0,1180950.0666666667,422234.2874182983,297.0,297.0,,7885,4768,3117,2,0,2,1748,0.000971916,0.0011809500666666666,0.0004222342874182983
standard,layered,242,0.35,7,edmonds_karp,8.0,30.0,,2369,15,43769041.0,43730822.333333336,392815.46705067327,297.0,297.0,,730473,730473,0,167,166,0,0,0.043769041,0.043730822333333336,0.0003928154670506733
standard,layered,242,0.35,8,dinic,8.0,30.0,,2259,15,942542.0,953852.8666666667,29123.087291863878,312.0,312.0,,7634,4548,3086,2,0,2,1754,0.000942542,0.0009538528666666668,2.9123087291863878e-05
standard,layered,242,0.35,8,edmonds_karp,8.0,30.0,,2259,15,41574375.0,43156858.4,4186209.3477319367,312.0,312.0,,685619,685619,0,165,164,0,0,0.041574375,0.0431568584,0.004186209347731937
standard,layered,242,0.35,9,dinic,8.0,30.0,,2306,15,1695792.0,1706669.4666666666,25233.029119635645,251.0,251.0,,14714,9194,5520,2,0,2,3189,0.001695792,0.0017066694666666665,2.5233029119635645e-05
standard,layered,242,0.35,9,edmonds_karp,8.0,30.0,,2306,15,34210416.0,34259299.8,312624.8030433383,251.0,251.0,,571993,571993,0,133,132,0,0,0.034210416,0.0342592998,0.00031262480304333827
standard,layered,252,0.35,0,dinic,10.0,25.0,,2019,15,1034583.0,1047011.0666666667,41388.113347859166,278.0,278.0,,7650,4063,3587,2,0,2,2249,0.001034583,0.0010470110666666666,4.1388113347859165e-05
standard,layered,252,0.35,0,edmonds_karp,10.0,25.0,,2019,15,42255542.0,42331588.93333333,294757.7990007749,278.0,278.0,,680124,680124,0,179,178,0,0,0.042255542,0.04233158893333333,0.0002947577990007749
standard,layered,252,0.35,1,dinic,10.0,25.0,,1981,15,941334.0,956636.2,44750.73565907681,244.0,244.0,,7143,3987,3156,2,0,2,1922,0.000941334,0.0009566361999999999,4.475073565907681e-05
standard,layered,252,0.35,1,edmonds_karp,10.0,25.0,,1981,15,34326500.0,35399211.2,2925799.7385161244,244.0,244.0,,543365,543365,0,147,146,0,0,0.0343265,0.0353992112,0.0029257997385161243
standard,layered,252,0.35,2,dinic,10.0,25.0,,2029,15,1004625.0,1026377.8,77731.85847624786,264.0,264.0,,7349,4083,3266,2,0,2,2028,0.001004625,0.0010263778,7.773185847624786e-05
standard,layered,252,0.35,2,edmonds_karp,10.0,25.0,,2029,15,38334792.0,38575530.4,708511.0555736662,264.0,264.0,,615740,615740,0,162,161,0,0,0.038334792,0.038575530399999995,0.0007085110555736662
standard,layered,252,0.35,3,dinic,10.0,25.0,,2099,15,1745917.0,1795311.2,159099.69776984854,248.0,248.0,,13989,8371,5618,2,0,2,3483,0.001745917,0.0017953112,0.00015909969776984855
standard,layered,252,0.35,3,edmonds_karp,10.0,25.0,,2099,15,35908333.0,36099833.2,467213.0873979084,248.0,248.0,,586023,586023,0,147,146,0,0,0.035908333,0.0360998332,0.00046721308739790837
standard,layered,252,0.35,4,dinic,10.0,25.0,,2038,15,801875.0,812516.7333333333,31950.684838326935,215.0,215.0,,6715,4101,2614,2,0,2,1508,0.000801875,0.0008125167333333333,3.1950684838326934e-05
standard,layered,252,0.35,4,edmonds_karp,10.0,25.0,,2038,15,28500000.0,28552183.4,403599.99297462153,215.0,215.0,,461756,461756,0,121,120,0,0,0.0285,0.0285521834,0.0004035999929746215
standard,layered,252,0.35,5,dinic,10.0,25.0,,2004,15,1669625.0,1775183.2,313787.6322037384,217.0,217.0,,13315,7991,5324,2,0,2,3294,0.001669625,0.0017751832,0.00031378763220373836
standard,layered,252,0.35,5,edmonds_karp,10.0,25.0,,2004,15,32667209.0,32632863.933333334,176425.2285297682,217.0,217.0,,529239,529239,0,139,138,0,0,0.032667209,0.03263286393333333,0.0001764252285297682
standard,layered,252,0.35,6,dinic,10.0,25.0,,1995,15,1688083.0,1725674.9333333333,140692.51763050348,274.0,274.0,,13343,7955,5388,2,0,2,3399,0.001688083,0.0017256749333333333,0.00014069251763050347
standard,layered,252,0.35,6,edmonds_karp,10.0,25.0,,1995,15,38503917.0,38539855.53333333,434087.8991682069,274.0,274.0,,623717,623717,0,165,164,0,0,0.038503917,0.038539855533333334,0.0004340878991682069
standard,layered,252,0.35,7,dinic,10.0,25.0,,2095,15,899459.0,911041.6666666666,45622.20976621344,225.0,225.0,,7209,4215,2994,2,0,2,1738,0.000899459,0.0009110416666666667,4.562220976621344e-05
standard,layered,252,0.35,7,edmonds_karp,10.0,25.0,,2095,15,33608917.0,33685591.733333334,345552.4997138574,225.0,225.0,,548446,548446,0,140,139,0,0,0.033608917,0.03368559173333333,0.0003455524997138574
standard,layered,252,0.35,8,dinic,10.0,25.0,,1998,15,909375.0,934011.0,54431.607584984245,243.0,243.0,,7094,4021,3073,2,0,2,1833,0.000909375,0.000934011,5.4431607584984245e-05
standard,layered,252,0.35,8,edmonds_karp,10.0,25.0,,1998,15,33240875.0,33220138.933333334,295224.3566165204,243.0,243.0,,536124,536124,0,143,142,0,0,0.033240875,0.03322013893333333,0.0002952243566165204
standard,layered,252,0.35,9,dinic,10.0,25.0,,2067,15,1629916.0,1678622.0,154449.65336362156,213.0,213.0,,13476,8243,5233,2,0,2,3133,0.001629916,0.001678622,0.00015444965336362156
standard,layered,252,0.35,9,edmonds_karp,10.0,25.0,,2067,15,28313708.0,28371672.266666666,319755.7906730129,213.0,213.0,,461192,461192,0,118,117,0,0,0.028313708,0.028371672266666665,0.0003197557906730129
standard,layered,302,0.35,0,dinic,10.0,30.0,,2917,15,2335875.0,2390666.6666666665,129207.22962228802,320.0,320.0,,19121,11638,7483,2,0,2,4543,0.002335875,0.0023906666666666664,0.00012920722962228803
standard,layered,302,0.35,0,edmonds_karp,10.0,30.0,,2917,15,63553625.0,63425588.93333333,316460.8173641423,320.0,320.0,,1051221,1051221,0,190,189,0,0,0.063553625,0.06342558893333333,0.00031646081736414226
standard,layered,302,0.35,1,dinic,10.0,30.0,,2891,15,1193083.0,1192438.8666666667,20542.54720909981,284.0,284.0,,9665,5812,3853,2,0,2,2283,0.001193083,0.0011924388666666667,2.0542547209099807e-05
standard,layered,302,0.35,1,edmonds_karp,10.0,30.0,,2891,15,60075042.0,60106488.93333333,454002.83694290946,284.0,284.0,,991358,991358,0,183,182,0,0,0.060075042,0.06010648893333333,0.00045400283694290946
standard,layered,302,0.35,2,dinic,10.0,30.0,,2925,15,1236667.0,1259630.6,96977.18563647546,325.0,325.0,,9942,5880,4062,2,0,2,2386,0.001236667,0.0012596306,9.697718563647546e-05
standard,layered,302,0.35,2,edmonds_karp,10.0,30.0,,2925,15,63564041.0,63613577.6,448056.6937167671,325.0,325.0,,1053743,1053743,0,192,191,0,0,0.063564041,0.0636135776,0.00044805669371676714
standard,layered,302,0.35,3,dinic,10.0,30.0,,2989,15,1362375.0,1429916.6666666667,188125.6823595282,357.0,357.0,,10606,6008,4598,2,0,2,2641,0.001362375,0.0014299166666666668,0.0001881256823595282
standard,layered,302,0.35,3,edmonds_karp,10.0,30.0,,2989,15,67539750.0,73714816.53333333,16629615.250168368,357.0,357.0,,1119025,1119025,0,199,198,0,0,0.06753975,0.07371481653333334,0.01662961525016837
standard,layered,302,0.35,4,dinic,10.0,30.0,,2918,15,1164541.0,1215975.0666666667,170729.62362982286,260.0,260.0,,9664,5866,3798,2,0,2,2084,0.001164541,0.0012159750666666665,0.00017072962362982286
standard,layered,302,0.35,4,edmonds_karp,10.0,30.0,,2918,15,55013667.0,55048252.733333334,416914.51103904255,260.0,260.0,,907864,907864,0,166,165,0,0,0.055013667,0.05504825273333334,0.00041691451103904257
standard,layered,302,0.35,5,dinic,10.0,30.0,,2871,15,2224584.0,2425130.533333333,351268.50815658434,258.0,258.0,,18507,11454,7053,2,0,2,4179,0.002224584,0.0024251305333333334,0.00035126850815658437
standard,layered,302,0.35,5,edmonds_karp,10.0,30.0,,2871,15,51375500.0,51444930.6,350286.4097685535,258.0,258.0,,847564,847564,0,155,154,0,0,0.0513755,0.0514449306,0.0003502864097685535
standard,layered,302,0.35,6,dinic,10.0,30.0,,2868,15,1338542.0,1345977.8666666667,42845.60555874122,330.0,330.0,,10248,5766,4482,2,0,2,2570,0.001338542,0.0013459778666666668,4.284560555874122e-05
standard,layered,302,0.35,6,edmonds_karp,10.0,30.0,,2868,15,65233917.0,65356683.333333336,557799.2167336446,330.0,330.0,,1076628,1076628,0,199,198,0,0,0.065233917,0.06535668333333333,0.0005577992167336446
standard,layered,302,0.35,7,dinic,10.0,30.0,,2958,15,1253041.0,1297560.9333333333,112515.77957365208,297.0,297.0,,10022,5946,4076,2,0,2,2415,0.001253041,0.0012975609333333333,0.00011251577957365208
standard,layered,302,0.35,7,edmonds_karp,10.0,30.0,,2958,15,64881083.0,64964469.4,401338.87155793805,297.0,297.0,,1076692,1076692,0,193,192,0,0,0.064881083,0.0649644694,0.00040133887155793807
standard,layered,302,0.35,8,dinic,10.0,30.0,,2882,15,1308625.0,1307705.6,35420.97588758076,312.0,312.0,,10066,5794,4272,2,0,2,2513,0.001308625,0.0013077056000000001,3.5420975887580764e-05
standard,layered,302,0.35,8,edmonds_karp,10.0,30.0,,2882,15,64439167.0,70105799.93333334,13849973.04457735,312.0,312.0,,1056734,1056734,0,194,193,0,0,0.064439167,0.07010579993333334,0.01384997304457735
standard,layered,302,0.35,9,dinic,10.0,30.0,,2913,15,2311084.0,2326055.6666666665,117997.73440540924,251.0,251.0,,18884,11622,7262,2,0,2,4309,0.002311084,0.0023260556666666664,0.00011799773440540924
standard,layered,302,0.35,9,edmonds_karp,10.0,30.0,,2913,15,52531334.0,53197191.53333333,2654388.9036919572,251.0,251.0,,869155,869155,0,157,156,0,0,0.052531334,0.053197191533333334,0.0026543889036919574
