exp,graph_family,n,p,seed,algo,layers,width,bipartite_n,m,repeats,runtime_ns_median,runtime_ns_mean,runtime_ns_std,flow_value,cut_capacity,matching_size,edge_scans,bfs_edge_scans,dfs_edge_scans,bfs_count,augment_count,phase_count,dfs_calls,runtime_sec_median,runtime_sec_mean,runtime_sec_std
standard,erdos_renyi,200,0.05,0,dinic,,,,2034,15,1867667.0,1936466.6,197486.75665211433,70.0,70.0,,19634,12189,7445,3,0,3,984,0.001867667,0.0019364666000000002,0.00019748675665211434
standard,erdos_renyi,200,0.05,0,edmonds_karp,,,,2034,15,3226709.0,3362050.0,297989.39267866564,70.0,70.0,,55258,55258,0,19,18,0,0,0.003226709,0.00336205,0.00029798939267866565
standard,erdos_renyi,200,0.05,1,dinic,,,,2044,15,2990625.0,3073169.3333333335,177737.34965901097,139.0,139.0,,29692,16375,13317,5,0,5,1692,0.002990625,0.0030731693333333333,0.00017773734965901097
standard,erdos_renyi,200,0.05,1,edmonds_karp,,,,2044,15,2684583.0,2734544.466666667,180855.28788346093,139.0,139.0,,43748,43748,0,29,28,0,0,0.002684583,0.002734544466666667,0.00018085528788346094
standard,erdos_renyi,200,0.05,2,dinic,,,,2068,15,3729875.0,3807000.0,192154.7062477077,46.0,46.0,,36953,20667,16286,5,0,5,2229,0.003729875,0.003807,0.0001921547062477077
standard,erdos_renyi,200,0.05,2,edmonds_karp,,,,2068,15,1263208.0,1313027.8,168765.1602757089,46.0,46.0,,21266,21266,0,9,8,0,0,0.001263208,0.0013130278,0.0001687651602757089
standard,erdos_renyi,200,0.05,3,dinic,,,,2009,15,2778708.0,2909299.8666666667,392038.8104553765,102.0,102.0,,27835,16054,11781,4,0,4,1694,0.002778708,0.0029092998666666666,0.0003920388104553765
standard,erdos_renyi,200,0.05,3,edmonds_karp,,,,2009,15,3939583.0,4168555.7333333334,446137.3781560157,102.0,102.0,,64806,64806,0,23,22,0,0,0.003939583,0.004168555733333333,0.0004461373781560157
standard,erdos_renyi,200,0.05,4,dinic,,,,2031,15,2602416.0,2683286.2,177326.46185303052,102.0,102.0,,27015,16270,10745,5,0,5,1529,0.002602416,0.0026832862,0.0001773264618530305
standard,erdos_renyi,200,0.05,4,edmonds_karp,,,,2031,15,2312250.0,2363735.933333333,147024.16480024473,102.0,102.0,,38033,38033,0,24,23,0,0,0.00231225,0.002363735933333333,0.00014702416480024473
standard,erdos_renyi,200,0.05,5,dinic,,,,2039,15,2939375.0,3016547.2,201212.70321627305,95.0,95.0,,29285,16330,12955,5,0,5,1590,0.002939375,0.0030165472,0.00020121270321627304
standard,erdos_renyi,200,0.05,5,edmonds_karp,,,,2039,15,2422750.0,2487930.466666667,185843.461509898,95.0,95.0,,40186,40186,0,24,23,0,0,0.00242275,0.002487930466666667,0.00018584346150989802
standard,erdos_renyi,200,0.05,6,dinic,,,,1964,15,2638667.0,2711963.933333333,204217.01266561187,65.0,65.0,,26874,15696,11178,4,0,4,1471,0.002638667,0.0027119639333333333,0.00020421701266561186
standard,erdos_renyi,200,0.05,6,edmonds_karp,,,,1964,15,4657542.0,4731508.4,216579.8590684607,65.0,65.0,,78775,78775,0,25,24,0,0,0.004657542,0.004731508400000001,0.0002165798590684607
standard,erdos_renyi,200,0.05,7,dinic,,,,2022,15,1908250.0,2002180.6,190070.3734480619,76.0,76.0,,20230,12149,8081,4,0,4,875,0.00190825,0.0020021806,0.0001900703734480619
standard,erdos_renyi,200,0.05,7,edmonds_karp,,,,2022,15,2018708.0,2052205.6666666667,129188.22325288823,76.0,76.0,,32541,32541,0,22,21,0,0,0.002018708,0.002052205666666667,0.00012918822325288823
standard,erdos_renyi,200,0.05,8,dinic,,,,2026,15,2886792.0,3005144.533333333,313818.8207849206,59.0,59.0,,28695,16220,12475,5,0,5,1430,0.002886792,0.003005144533333333,0.0003138188207849206
standard,erdos_renyi,200,0.05,8,edmonds_karp,,,,2026,15,1189542.0,1279277.8666666667,194309.6542369813,59.0,59.0,,19514,19514,0,15,14,0,0,0.001189542,0.0012792778666666667,0.0001943096542369813
standard,erdos_renyi,200,0.05,9,dinic,,,,1958,15,3439333.0,3504569.466666667,197844.17371502492,115.0,115.0,,34348,19562,14786,5,0,5,1927,0.003439333,0.0035045694666666666,0.00019784417371502492
standard,erdos_renyi,200,0.05,9,edmonds_karp,,,,1958,15,3208625.0,3270914.0,199469.0493939921,115.0,115.0,,52709,52709,0,25,24,0,0,0.003208625,0.003270914,0.00019946904939399212
standard,erdos_renyi,200,0.08,0,dinic,,,,3230,15,4216750.0,4376750.066666666,381792.75968167913,131.0,131.0,,44483,25874,18609,5,0,5,2001,0.00421675,0.0043767500666666665,0.00038179275968167916
standard,erdos_renyi,200,0.08,0,edmonds_karp,,,,3230,15,8009000.0,8049722.333333333,393907.2249282396,131.0,131.0,,139596,139596,0,36,35,0,0,0.008009,0.008049722333333334,0.0003939072249282396
standard,erdos_renyi,200,0.08,1,dinic,,,,3192,15,3284042.0,3414344.3333333335,237063.25987793293,151.0,151.0,,34167,19188,14979,4,0,4,1515,0.003284042,0.0034143443333333333,0.00023706325987793292
standard,erdos_renyi,200,0.08,1,edmonds_karp,,,,3192,15,4978125.0,5096194.466666667,292236.66812677373,151.0,151.0,,86016,86016,0,38,37,0,0,0.004978125,0.005096194466666667,0.0002922366681267737
standard,erdos_renyi,200,0.08,2,dinic,,,,3309,15,4331250.0,4494230.466666667,306435.45234748785,122.0,122.0,,45238,26438,18800,4,0,4,2048,0.00433125,0.004494230466666667,0.00030643545234748784
standard,erdos_renyi,200,0.08,2,edmonds_karp,,,,3309,15,6644375.0,6700122.133333334,216131.54749294525,122.0,122.0,,118941,118941,0,29,28,0,0,0.006644375,0.006700122133333334,0.00021613154749294523
standard,erdos_renyi,200,0.08,3,dinic,,,,3188,15,3527500.0,3655813.8,313890.09834726725,176.0,176.0,,35300,19165,16135,4,0,4,1796,0.0035275,0.0036558138,0.0003138900983472673
standard,erdos_renyi,200,0.08,3,edmonds_karp,,,,3188,15,5794083.0,5974308.4,356248.3559273943,176.0,176.0,,101021,101021,0,45,44,0,0,0.005794083,0.0059743084,0.0003562483559273943
standard,erdos_renyi,200,0.08,4,dinic,,,,3159,15,3704542.0,3777914.066666667,238366.26627238613,188.0,188.0,,40555,25247,15308,4,0,4,1616,0.003704542,0.003777914066666667,0.00023836626627238614
standard,erdos_renyi,200,0.08,4,edmonds_karp,,,,3159,15,10166042.0,10069374.933333334,257185.36879609033,188.0,188.0,,175839,175839,0,48,47,0,0,0.010166042,0.010069374933333333,0.00025718536879609034
standard,erdos_renyi,200,0.08,5,dinic,,,,3255,15,4375667.0,4450977.666666667,197578.66370807023,144.0,144.0,,45428,26072,19356,5,0,5,2257,0.004375667,0.004450977666666667,0.00019757866370807023
standard,erdos_renyi,200,0.08,5,edmonds_karp,,,,3255,15,7664958.0,7601416.6,369231.05430664954,144.0,144.0,,132230,132230,0,39,38,0,0,0.007664958,0.0076014166,0.00036923105430664954
standard,erdos_renyi,200,0.08,6,dinic,,,,3205,15,3516541.0,3659594.4,362724.2980074142,90.0,90.0,,35117,19252,15865,4,0,4,1826,0.003516541,0.0036595944,0.0003627242980074142
standard,erdos_renyi,200,0.08,6,edmonds_karp,,,,3205,15,2154583.0,2247899.933333333,261507.33565795794,90.0,90.0,,37421,37421,0,19,18,0,0,0.002154583,0.002247899933333333,0.00026150733565795793
standard,erdos_renyi,200,0.08,7,dinic,,,,3157,15,5707125.0,6102788.733333333,1663742.9512592757,120.0,120.0,,55500,31539,23961,5,0,5,2890,0.005707125,0.006102788733333334,0.0016637429512592757
standard,erdos_renyi,200,0.08,7,edmonds_karp,,,,3157,15,7110917.0,7196297.333333333,280209.35921115096,120.0,120.0,,124209,124209,0,34,33,0,0,0.007110917,0.007196297333333333,0.00028020935921115096
standard,erdos_renyi,200,0.08,8,dinic,,,,3165,15,4030250.0,4074463.8666666667,140374.35332906232,132.0,132.0,,42655,25354,17301,5,0,5,2098,0.00403025,0.004074463866666667,0.00014037435332906232
standard,erdos_renyi,200,0.08,8,edmonds_karp,,,,3165,15,5121000.0,5250333.4,267465.1892425308,132.0,132.0,,89574,89574,0,34,33,0,0,0.005121,0.0052503334,0.0002674651892425308
standard,erdos_renyi,200,0.08,9,dinic,,,,3154,15,4161333.0,4222724.866666666,191075.36745104633,187.0,187.0,,43254,25207,18047,4,0,4,2115,0.004161333,0.004222724866666666,0.00019107536745104634
standard,erdos_renyi,200,0.08,9,edmonds_karp,,,,3154,15,12560333.0,12604650.0,377796.2065172933,187.0,187.0,,220360,220360,0,52,51,0,0,0.012560333,0.01260465,0.0003777962065172933
standard,erdos_renyi,300,0.05,0,dinic,,,,4490,15,6213917.0,6399369.533333333,372030.1541263378,94.0,94.0,,62212,35892,26320,4,0,4,3717,0.006213917,0.0063993695333333335,0.0003720301541263378
standard,erdos_renyi,300,0.05,0,edmonds_karp,,,,4490,15,7353750.0,7401463.866666666,238849.37542304987,94.0,94.0,,127219,127219,0,24,23,0,0,0.00735375,0.007401463866666666,0.00023884937542304987
standard,erdos_renyi,300,0.05,1,dinic,,,,4495,15,3786625.0,3921600.066666667,249080.21111523398,182.0,182.0,,41702,27005,14697,4,0,4,1667,0.003786625,0.003921600066666667,0.00024908021111523396
standard,erdos_renyi,300,0.05,1,edmonds_karp,,,,4495,15,13861209.0,13821955.733333332,182636.1466724272,182.0,182.0,,233790,233790,0,48,47,0,0,0.013861209,0.013821955733333332,0.00018263614667242718
standard,erdos_renyi,300,0.05,2,dinic,,,,4583,15,6392833.0,6686874.933333334,548083.2976535418,92.0,92.0,,63584,36636,26948,4,0,4,3666,0.006392833,0.006686874933333334,0.0005480832976535418
standard,erdos_renyi,300,0.05,2,edmonds_karp,,,,4583,15,5282083.0,5315302.6,147090.80767131574,92.0,92.0,,92906,92906,0,22,21,0,0,0.005282083,0.005315302599999999,0.00014709080767131574
standard,erdos_renyi,300,0.05,3,dinic,,,,4549,15,7151417.0,12788016.6,12607012.057372306,101.0,101.0,,62177,36370,25807,4,0,4,3260,0.007151417,0.0127880166,0.012607012057372306
standard,erdos_renyi,300,0.05,3,edmonds_karp,,,,4549,15,8618125.0,8737727.8,1130643.53397019,101.0,101.0,,135007,135007,0,26,25,0,0,0.008618125,0.008737727800000001,0.00113064353397019
standard,erdos_renyi,300,0.05,4,dinic,,,,4528,15,5233875.0,5382372.133333334,256663.81761776208,115.0,115.0,,50765,27196,23569,4,0,4,2918,0.005233875,0.005382372133333334,0.0002566638176177621
standard,erdos_renyi,300,0.05,4,edmonds_karp,,,,4528,15,6048083.0,6193688.666666667,530746.0703874,115.0,115.0,,98979,98979,0,29,28,0,0,0.006048083,0.006193688666666667,0.0005307460703874
standard,erdos_renyi,300,0.05,5,dinic,,,,4530,15,4392084.0,4482861.2,241121.7009316485,148.0,148.0,,45801,27201,18600,4,0,4,1992,0.004392084,0.0044828612,0.00024112170093164848
standard,erdos_renyi,300,0.05,5,edmonds_karp,,,,4530,15,8960625.0,8947888.8,443105.9869199634,148.0,148.0,,148522,148522,0,34,33,0,0,0.008960625,0.008947888800000001,0.0004431059869199634
standard,erdos_renyi,300,0.05,6,dinic,,,,4469,15,4284292.0,4377694.533333333,219250.1732443906,111.0,111.0,,44075,26786,17289,3,0,3,2353,0.004284292,0.004377694533333333,0.0002192501732443906
standard,erdos_renyi,300,0.05,6,edmonds_karp,,,,4469,15,8261167.0,8192675.133333334,224215.5236405578,111.0,111.0,,139906,139906,0,23,22,0,0,0.008261167,0.008192675133333334,0.0002242155236405578
standard,erdos_renyi,300,0.05,7,dinic,,,,4598,15,3007834.0,3132719.533333333,290320.29053096,99.0,99.0,,30962,18424,12538,3,0,3,1370,0.003007834,0.003132719533333333,0.00029032029053096
standard,erdos_renyi,300,0.05,7,edmonds_karp,,,,4598,15,3543084.0,3629172.2666666666,208600.1061886686,99.0,99.0,,57659,57659,0,24,23,0,0,0.003543084,0.0036291722666666666,0.00020860010618866862
standard,erdos_renyi,300,0.05,8,dinic,,,,4597,15,2909375.0,3015511.066666667,258767.463749783,74.0,74.0,,30296,18418,11878,3,0,3,1194,0.002909375,0.0030155110666666668,0.000258767463749783
standard,erdos_renyi,300,0.05,8,edmonds_karp,,,,4597,15,2785250.0,2931694.466666667,248876.68820116707,74.0,74.0,,45537,45537,0,21,20,0,0,0.00278525,0.002931694466666667,0.00024887668820116704
standard,erdos_renyi,300,0.05,9,dinic,,,,4537,15,8069250.0,8227363.866666666,421444.52838572557,145.0,145.0,,79980,45340,34640,5,0,5,4472,0.00806925,0.008227363866666667,0.00042144452838572557
standard,erdos_renyi,300,0.05,9,edmonds_karp,,,,4537,15,10622834.0,10568988.933333334,222627.59536963646,145.0,145.0,,177631,177631,0,35,34,0,0,0.010622834,0.010568988933333334,0.00022262759536963647
standard,erdos_renyi,300,0.08,0,dinic,,,,7233,15,6362042.0,6480700.066666666,243086.4860328129,153.0,153.0,,69520,43368,26152,3,0,3,2298,0.006362042,0.006480700066666667,0.00024308648603281292
standard,erdos_renyi,300,0.08,0,edmonds_karp,,,,7233,15,20941959.0,20967016.666666668,298796.50602725445,153.0,153.0,,376435,376435,0,37,36,0,0,0.020941959,0.020967016666666668,0.00029879650602725443
standard,erdos_renyi,300,0.08,1,dinic,,,,7128,15,7255583.0,7324480.533333333,232461.66923721507,204.0,204.0,,74614,42816,31798,4,0,4,2776,0.007255583,0.007324480533333334,0.00023246166923721507
standard,erdos_renyi,300,0.08,1,edmonds_karp,,,,7128,15,13633041.0,13614533.266666668,190189.29707323082,204.0,204.0,,238158,238158,0,51,50,0,0,0.013633041,0.013614533266666668,0.00019018929707323082
standard,erdos_renyi,300,0.08,2,dinic,,,,7372,15,9281000.0,9355191.733333332,365096.7837308868,239.0,239.0,,98170,58928,39242,4,0,4,3319,0.009281,0.009355191733333332,0.0003650967837308868
standard,erdos_renyi,300,0.08,2,edmonds_karp,,,,7372,15,31994791.0,32023866.6,317509.2153377601,239.0,239.0,,574814,574814,0,60,59,0,0,0.031994791,0.0320238666,0.0003175092153377601
standard,erdos_renyi,300,0.08,3,dinic,,,,7221,15,11123708.0,11215744.466666667,265988.6905995033,289.0,289.0,,121511,72159,49352,5,0,5,3837,0.011123708,0.011215744466666667,0.0002659886905995033
standard,erdos_renyi,300,0.08,3,edmonds_karp,,,,7221,15,30244166.0,31440386.066666666,3122712.924733475,289.0,289.0,,534609,534609,0,70,69,0,0,0.030244166,0.031440386066666666,0.003122712924733475
standard,erdos_renyi,300,0.08,4,dinic,,,,7191,15,9442541.0,9399208.266666668,281330.22535205504,223.0,223.0,,96775,57484,39291,4,0,4,4031,0.009442541,0.009399208266666667,0.00028133022535205504
standard,erdos_renyi,300,0.08,4,edmonds_karp,,,,7191,15,20471583.0,20676052.666666668,378981.5919477328,223.0,223.0,,365967,365967,0,50,49,0,0,0.020471583,0.020676052666666667,0.00037898159194773277
standard,erdos_renyi,300,0.08,5,dinic,,,,7250,15,4890625.0,4990738.8,349237.4133474247,217.0,217.0,,50155,29048,21107,3,0,3,2015,0.004890625,0.0049907388,0.0003492374133474247
standard,erdos_renyi,300,0.08,5,edmonds_karp,,,,7250,15,22113334.0,24367141.866666667,7843501.9315759605,217.0,217.0,,387527,387527,0,55,54,0,0,0.022113334,0.024367141866666667,0.00784350193157596
standard,erdos_renyi,300,0.08,6,dinic,,,,7160,15,7753208.0,8386402.733333333,2884493.086043381,208.0,208.0,,75288,43003,32285,4,0,4,2900,0.007753208,0.008386402733333333,0.0028844930860433813
standard,erdos_renyi,300,0.08,6,edmonds_karp,,,,7160,15,16027000.0,16878388.8,3642537.5605894625,208.0,208.0,,254084,254084,0,47,46,0,0,0.016027,0.0168783888,0.0036425375605894624
standard,erdos_renyi,300,0.08,7,dinic,,,,7196,15,7703042.0,7609475.066666666,248304.10540230316,195.0,195.0,,76157,43215,32942,4,0,4,3049,0.007703042,0.007609475066666666,0.0002483041054023032
standard,erdos_renyi,300,0.08,7,edmonds_karp,,,,7196,15,14278375.0,14559266.666666666,1060778.4839700551,195.0,195.0,,248932,248932,0,42,41,0,0,0.014278375,0.014559266666666666,0.001060778483970055
standard,erdos_renyi,300,0.08,8,dinic,,,,7205,15,4496292.0,4698013.933333334,364408.1064590451,177.0,177.0,,47132,28860,18272,3,0,3,1784,0.004496292,0.004698013933333333,0.00036440810645904507
standard,erdos_renyi,300,0.08,8,edmonds_karp,,,,7205,15,14724125.0,15357336.266666668,1616917.2863325647,177.0,177.0,,255602,255602,0,42,41,0,0,0.014724125,0.015357336266666667,0.0016169172863325647
standard,erdos_renyi,300,0.08,9,dinic,,,,7176,15,9422542.0,9622119.533333333,390590.8606667714,193.0,193.0,,98866,57359,41507,4,0,4,3564,0.009422542,0.009622119533333333,0.0003905908606667714
standard,erdos_renyi,300,0.08,9,edmonds_karp,,,,7176,15,22672292.0,22780874.933333334,389738.2129724048,193.0,193.0,,404393,404393,0,42,41,0,0,0.022672292,0.022780874933333334,0.0003897382129724048
standard,erdos_renyi,400,0.05,0,dinic,,,,7971,15,7960041.0,7854144.533333333,320129.98205391195,129.0,129.0,,77940,47794,30146,3,0,3,3960,0.007960041,0.007854144533333333,0.00032012998205391193
standard,erdos_renyi,400,0.05,0,edmonds_karp,,,,7971,15,16892834.0,16861058.266666666,681130.2001497707,129.0,129.0,,274958,274958,0,28,27,0,0,0.016892834,0.016861058266666666,0.0006811302001497707
standard,erdos_renyi,400,0.05,1,dinic,,,,7883,15,10900250.0,11015044.466666667,324403.9817262392,164.0,164.0,,106691,63026,43665,4,0,4,4977,0.01090025,0.011015044466666667,0.0003244039817262392
standard,erdos_renyi,400,0.05,1,edmonds_karp,,,,7883,15,30790708.0,31896747.266666666,4287487.602579501,164.0,164.0,,500545,500545,0,50,49,0,0,0.030790708,0.031896747266666664,0.0042874876025795015
standard,erdos_renyi,400,0.05,2,dinic,,,,7948,15,10730542.0,10761161.0,596483.7326839445,239.0,239.0,,103658,63537,40121,4,0,4,4059,0.010730542,0.010761161,0.0005964837326839445
standard,erdos_renyi,400,0.05,2,edmonds_karp,,,,7948,15,33463541.0,40462211.13333333,20993644.35202266,239.0,239.0,,567752,567752,0,62,61,0,0,0.033463541,0.040462211133333335,0.02099364435202266
standard,erdos_renyi,400,0.05,3,dinic,,,,7922,15,5986750.0,6070027.933333334,261688.5325590783,223.0,223.0,,57469,31724,25745,3,0,3,2816,0.00598675,0.006070027933333334,0.0002616885325590783
standard,erdos_renyi,400,0.05,3,edmonds_karp,,,,7922,15,19713791.0,19712866.6,257418.1471363557,223.0,223.0,,327949,327949,0,55,54,0,0,0.019713791,0.0197128666,0.0002574181471363557
standard,erdos_renyi,400,0.05,4,dinic,,,,8069,15,8713125.0,8585269.333333334,299484.9776711126,169.0,169.0,,83729,48455,35274,4,0,4,4009,0.008713125,0.008585269333333334,0.00029948497767111256
standard,erdos_renyi,400,0.05,4,edmonds_karp,,,,8069,15,8691334.0,9174677.8,1620665.8529147473,169.0,169.0,,137217,137217,0,37,36,0,0,0.008691334,0.009174677800000001,0.0016206658529147474
standard,erdos_renyi,400,0.05,5,dinic,,,,8015,15,9044417.0,9138727.933333334,269679.8335898824,186.0,186.0,,87966,48129,39837,4,0,4,4523,0.009044417,0.009138727933333333,0.00026967983358988244
standard,erdos_renyi,400,0.05,5,edmonds_karp,,,,8015,15,12025708.0,12051805.466666667,139166.31463974895,186.0,186.0,,192880,192880,0,44,43,0,0,0.012025708,0.012051805466666668,0.00013916631463974894
standard,erdos_renyi,400,0.05,6,dinic,,,,8035,15,7713083.0,7593422.0,291662.2842586954,200.0,200.0,,76407,48173,28234,3,0,3,3473,0.007713083,0.007593422,0.0002916622842586954
standard,erdos_renyi,400,0.05,6,edmonds_karp,,,,8035,15,27077916.0,27117811.133333333,476679.0714835395,200.0,200.0,,461796,461796,0,50,49,0,0,0.027077916,0.027117811133333333,0.0004766790714835395
standard,erdos_renyi,400,0.05,7,dinic,,,,8136,15,5476583.0,5597125.066666666,239220.44610671396,130.0,130.0,,55495,32574,22921,3,0,3,2293,0.005476583,0.005597125066666667,0.00023922044610671396
standard,erdos_renyi,400,0.05,7,edmonds_karp,,,,8136,15,9902458.0,9690119.333333334,342465.7449436503,130.0,130.0,,158115,158115,0,32,31,0,0,0.009902458,0.009690119333333334,0.0003424657449436503
standard,erdos_renyi,400,0.05,8,dinic,,,,8180,15,8965875.0,8893624.933333334,292189.2887299176,131.0,131.0,,86600,49113,37487,4,0,4,4125,0.008965875,0.008893624933333334,0.0002921892887299176
standard,erdos_renyi,400,0.05,8,edmonds_karp,,,,8180,15,7826208.0,7838702.8,222177.01705596317,131.0,131.0,,126028,126028,0,33,32,0,0,0.007826208,0.0078387028,0.00022217701705596317
standard,erdos_renyi,400,0.05,9,dinic,,,,8037,15,10382417.0,10268997.2,365323.8467669474,258.0,258.0,,104670,64339,40331,5,0,5,4367,0.010382417,0.0102689972,0.00036532384676694744
standard,erdos_renyi,400,0.05,9,edmonds_karp,,,,8037,15,25630333.0,25558569.6,346737.1356540037,258.0,258.0,,426037,426037,0,60,59,0,0,0.025630333,0.0255585696,0.0003467371356540037
standard,erdos_renyi,400,0.08,0,dinic,,,,12816,15,13470500.0,13447705.666666666,396864.1351586685,279.0,279.0,,134432,76957,57475,4,0,4,3340,0.0134705,0.013447705666666665,0.0003968641351586685
standard,erdos_renyi,400,0.08,0,edmonds_karp,,,,12816,15,45049542.0,46661694.46666667,3693898.208674835,279.0,279.0,,791264,791264,0,74,73,0,0,0.045049542,0.04666169446666667,0.003693898208674835
standard,erdos_renyi,400,0.08,1,dinic,,,,12638,15,12797125.0,12845627.8,416488.35171435826,268.0,268.0,,129807,75883,53924,4,0,4,4065,0.012797125,0.0128456278,0.0004164883517143583
standard,erdos_renyi,400,0.08,1,edmonds_karp,,,,12638,15,31703875.0,31879736.133333333,604486.0769149113,268.0,268.0,,549525,549525,0,66,65,0,0,0.031703875,0.031879736133333336,0.0006044860769149113
standard,erdos_renyi,400,0.08,2,dinic,,,,12820,15,16475333.0,16541319.4,273887.94490912324,362.0,362.0,,169623,102493,67130,4,0,4,5205,0.016475333,0.0165413194,0.0002738879449091232
standard,erdos_renyi,400,0.08,2,edmonds_karp,,,,12820,15,60100833.0,60420744.266666666,777096.6588099826,362.0,362.0,,1067120,1067120,0,84,83,0,0,0.060100833,0.060420744266666666,0.0007770966588099826
standard,erdos_renyi,400,0.08,3,dinic,,,,12739,15,13305917.0,13163438.933333334,412469.56344983226,326.0,326.0,,132609,76492,56117,4,0,4,3411,0.013305917,0.013163438933333334,0.00041246956344983225
standard,erdos_renyi,400,0.08,3,edmonds_karp,,,,12739,15,46811833.0,47003444.333333336,955749.7460563666,326.0,326.0,,821977,821977,0,73,72,0,0,0.046811833,0.04700344433333334,0.0009557497460563666
standard,erdos_renyi,400,0.08,4,dinic,,,,12822,15,13449167.0,13385961.2,325407.915890897,307.0,307.0,,133991,76992,56999,4,0,4,3560,0.013449167,0.0133859612,0.000325407915890897
standard,erdos_renyi,400,0.08,4,edmonds_karp,,,,12822,15,43497375.0,43440413.8,696900.1292033159,307.0,307.0,,762338,762338,0,75,74,0,0,0.043497375,0.043440413799999994,0.000696900129203316
standard,erdos_renyi,400,0.08,5,dinic,,,,12883,15,13193375.0,13155869.666666666,312318.6783156099,292.0,292.0,,133132,77363,55769,4,0,4,4241,0.013193375,0.013155869666666667,0.0003123186783156099
standard,erdos_renyi,400,0.08,5,edmonds_karp,,,,12883,15,33845708.0,33928061.06666667,457432.8845022693,292.0,292.0,,587503,587503,0,64,63,0,0,0.033845708,0.03392806106666667,0.00045743288450226935
standard,erdos_renyi,400,0.08,6,dinic,,,,12882,15,13623125.0,13567141.533333333,340045.1266023098,303.0,303.0,,135140,77356,57784,4,0,4,3667,0.013623125,0.013567141533333334,0.0003400451266023098
standard,erdos_renyi,400,0.08,6,edmonds_karp,,,,12882,15,37288667.0,38431508.333333336,3770601.5857773693,303.0,303.0,,647321,647321,0,72,71,0,0,0.037288667,0.038431508333333336,0.0037706015857773695
standard,erdos_renyi,400,0.08,7,dinic,,,,12721,15,13475292.0,13418655.733333332,313101.90089226904,237.0,237.0,,133168,76378,56790,4,0,4,3824,0.013475292,0.013418655733333333,0.000313101900892269
standard,erdos_renyi,400,0.08,7,edmonds_karp,,,,12721,15,22015584.0,21998236.066666666,309593.4838038115,237.0,237.0,,378041,378041,0,55,54,0,0,0.022015584,0.021998236066666666,0.0003095934838038115
standard,erdos_renyi,400,0.08,8,dinic,,,,12793,15,12774042.0,12720402.733333332,369710.7945739417,256.0,256.0,,129657,76819,52838,4,0,4,3619,0.012774042,0.012720402733333332,0.00036971079457394167
standard,erdos_renyi,400,0.08,8,edmonds_karp,,,,12793,15,29671250.0,40131139.0,33757225.095532835,256.0,256.0,,509011,509011,0,60,59,0,0,0.02967125,0.040131139,0.03375722509553283
standard,erdos_renyi,400,0.08,9,dinic,,,,12777,15,17158750.0,23094911.2,18872408.344601147,385.0,385.0,,171140,102146,68994,4,0,4,5194,0.01715875,0.0230949112,0.018872408344601146
standard,erdos_renyi,400,0.08,9,edmonds_karp,,,,12777,15,71062292.0,70915091.6,763273.3793707951,385.0,385.0,,1254272,1254272,0,86,85,0,0,0.071062292,0.0709150916,0.0007632733793707951
standard,layered,202,0.35,0,dinic,8.0,25.0,,1583,15,823292.0,873111.0666666667,143482.97851137337,278.0,278.0,,6025,3191,2834,2,0,2,1730,0.000823292,0.0008731110666666666,0.00014348297851137336
standard,layered,202,0.35,0,edmonds_karp,8.0,25.0,,1583,15,28934875.0,28990008.4,467864.3895667699,278.0,278.0,,464497,464497,0,159,158,0,0,0.028934875,0.0289900084,0.00046786438956676987
standard,layered,202,0.35,1,dinic,8.0,25.0,,1536,15,715041.0,711000.0,20340.756310563153,244.0,244.0,,5441,3097,2344,2,0,2,1414,0.000715041,0.000711,2.0340756310563153e-05
standard,layered,202,0.35,1,edmonds_karp,8.0,25.0,,1536,15,23288208.0,23315191.6,410535.7529523029,244.0,244.0,,373664,373664,0,132,131,0,0,0.023288208,0.0233151916,0.0004105357529523029
standard,layered,202,0.35,2,dinic,8.0,25.0,,1589,15,728209.0,738385.9333333333,29491.141680818237,264.0,264.0,,5653,3203,2450,2,0,2,1468,0.000728209,0.0007383859333333334,2.9491141680818237e-05
standard,layered,202,0.35,2,edmonds_karp,8.0,25.0,,1589,15,24657250.0,24730249.933333334,436479.4833722703,264.0,264.0,,398794,398794,0,136,135,0,0,0.02465725,0.024730249933333334,0.0004364794833722703
standard,layered,202,0.35,3,dinic,8.0,25.0,,1654,15,1345083.0,1395530.3333333333,172792.10509398143,248.0,248.0,,10946,6591,4355,2,0,2,2692,0.001345083,0.0013955303333333332,0.00017279210509398143
standard,layered,202,0.35,3,edmonds_karp,8.0,25.0,,1654,15,26597708.0,26916955.533333335,861929.2936619301,248.0,248.0,,426395,426395,0,138,137,0,0,0.026597708,0.026916955533333335,0.0008619292936619302
standard,layered,202,0.35,4,dinic,8.0,25.0,,1593,15,615541.0,625149.8666666667,25417.8579991837,215.0,215.0,,5183,3211,1972,2,0,2,1062,0.000615541,0.0006251498666666667,2.54178579991837e-05
standard,layered,202,0.35,4,edmonds_karp,8.0,25.0,,1593,15,17931708.0,22562608.4,16577813.599288674,215.0,215.0,,286800,286800,0,98,97,0,0,0.017931708,0.0225626084,0.016577813599288675
standard,layered,202,0.35,5,dinic,8.0,25.0,,1574,15,1238500.0,1291255.6,131509.09368763387,217.0,217.0,,10270,6271,3999,2,0,2,2416,0.0012385,0.0012912556,0.00013150909368763385
